-0.3996,-12.215,-2.2205,-0.60079,-0.6423,-1.723
3.8836,-9.332,-5.391,-0.60079,-0.6423,-1.723
3.8836,-9.332,-5.391,1.2419,-0.35901,-1.7425
3.8836,-9.332,-5.391,4.2421,-0.25765,-0.46036
3.3093,-7.4991,-2.3115,4.2421,-0.25765,-0.46036
4.4243,-5.1709,-1.5793,4.2421,-0.25765,-0.46036
4.4243,-5.1709,-1.5793,8.6589,-0.11356,1.6436
4.477,-5.7332,-0.79681,8.6589,-0.11356,1.6436
4.6086,-4.7593,0.64845,8.6589,-0.11356,1.6436
4.6086,-4.7593,0.64845,5.6965,1.4079,2.6242
4.6086,-4.7593,0.64845,0.78517,2.4825,2.0893
5.8074,-5.8528,3.1681,0.78517,2.4825,2.0893
5.8074,-5.8528,3.1681,-0.60323,2.3799,1.4739
5.8074,-5.8528,3.1681,-0.60201,1.8292,-0.17828
2.9527,-10.411,6.4941,-0.60201,1.8292,-0.17828
2.6991,-7.7862,8.0662,-0.60201,1.8292,-0.17828
2.6991,-7.7862,8.0662,1.2956,0.91705,-1.5716
1.194,-8.4275,9.064,1.2956,0.91705,-1.5716
-0.84467,-10.332,10.294,1.2956,0.91705,-1.5716
-0.84467,-10.332,10.294,0.6826,0.09891,-1.9599
-0.84467,-10.332,10.294,1.0819,0.025643,-1.5887
-1.6391,-5.3575,7.1282,1.0819,0.025643,-1.5887
-1.6391,-5.3575,7.1282,0.74854,-0.10624,-1.3335
-1.6391,-5.3575,7.1282,1.2187,-0.17584,-0.60079
-1.3328,-4.3908,6.4128,1.2187,-0.17584,-0.60079
-0.57188,-4.6851,7.3029,1.2187,-0.17584,-0.60079
-0.57188,-4.6851,7.3029,0.93781,-0.079372,0.7229
-0.98106,-4.5176,7.0971,0.93781,-0.079372,0.7229
-0.74895,-2.4191,5.7906,0.93781,-0.079372,0.7229
-0.74895,-2.4191,5.7906,-0.74244,1.3896,2.5802
-0.74895,-2.4191,5.7906,-0.75098,3.2787,3.7891
-2.0363,-1.3878,4.6038,-0.75098,3.2787,3.7891
-2.0363,-1.3878,4.6038,-1.5728,3.7952,3.943
-2.0363,-1.3878,4.6038,-3.5534,5.1873,4.9223
-7.4895,1.7157,3.8022,-3.5534,5.1873,4.9223
-15.517,-0.59821,2.5627,-3.5534,5.1873,4.9223
-15.517,-0.59821,2.5627,-0.22102,3.3788,5.6757
-19.638,-2.5196,4.0965,-0.22102,3.3788,5.6757
-19.904,-4.7067,-0.35174,-0.22102,3.3788,5.6757
-19.904,-4.7067,-0.35174,1.1833,0.91461,2.5631
-19.904,-4.7067,-0.35174,-2.5753,1.2834,-0.061056
-9.8536,0.9332,2.9504,-2.5753,1.2834,-0.061056
-9.8536,0.9332,2.9504,-3.413,1.0245,-0.47868
-9.8536,0.9332,2.9504,-3.2103,0.95735,-0.47379
-10.722,-3.8357,1.809,-3.2103,0.95735,-0.47379
-9.9206,-6.0347,2.3282,-3.2103,0.95735,-0.47379
-9.9206,-6.0347,2.3282,-3.0638,0.71191,-0.37
-9.7747,-6.2381,2.5412,-3.0638,0.71191,-0.37
-10.177,-5.0752,2.1416,-3.0638,0.71191,-0.37
-10.177,-5.0752,2.1416,-4.4339,-0.40541,-1.7486
-10.177,-5.0752,2.1416,-2.4276,0.46036,-2.1797
-10.177,-5.0752,2.1416,7.2949,0.35901,0.1099
-10.272,-6.7837,3.7807,7.2949,0.35901,0.1099
-10.272,-6.7837,3.7807,9.1229,0.39686,-0.16363
-10.272,-6.7837,3.7807,8.9398,-0.42617,0.97689
-13.012,-1.8329,-0.13161,8.9398,-0.42617,0.97689
-11.438,2.5938,-1.7731,8.9398,-0.42617,0.97689
-11.438,2.5938,-1.7731,1.1808,-0.93293,-0.12089
-11.079,2.723,-1.6223,1.1808,-0.93293,-0.12089
-8.4084,2.2134,-1.2012,1.1808,-0.93293,-0.12089
-8.4084,2.2134,-1.2012,-0.058613,-0.24056,-0.28208
-8.4084,2.2134,-1.2012,-0.064719,0.1099,0.23079
-8.2074,-1.2634,-1.529,-0.064719,0.1099,0.23079
-8.2074,-1.2634,-1.529,-0.38099,0.024422,0.4628
-8.2074,-1.2634,-1.529,-1.8598,-0.079372,1.1161
-9.7268,1.3328,-0.24407,-1.8598,-0.079372,1.1161
-10.055,-0.3326,0.94756,-1.8598,-0.079372,1.1161
-10.055,-0.3326,0.94756,-1.3151,0.80838,1.5288
-10.655,-1.1677,0.89013,-1.3151,0.80838,1.5288
-15.02,-3.7137,4.0056,-1.3151,0.80838,1.5288
-15.02,-3.7137,4.0056,0.24911,-1.0477,-0.39564
-15.02,-3.7137,4.0056,0.39076,-0.40785,-1.1967
-7.0756,-1.2658,5.3527,0.39076,-0.40785,-1.1967
-7.0756,-1.2658,5.3527,-0.39198,-1.0221,-1.3701
-7.0756,-1.2658,5.3527,-1.6741,-1.7828,-1.4653
-12.203,0.8351,2.6201,-1.6741,-1.7828,-1.4653
-9.1884,-0.91406,2.7757,-1.6741,-1.7828,-1.4653
-9.1884,-0.91406,2.7757,-3.7952,-1.8646,-2.5607
-8.6548,-0.91406,3.3547,-3.7952,-1.8646,-2.5607
-8.54,-7.3412,3.7496,-3.7952,-1.8646,-2.5607
-8.54,-7.3412,3.7496,-2.2139,-1.6168,-3.5156
-8.54,-7.3412,3.7496,0.26376,-1.1625,-4.0309
-6.2788,-10.457,4.4076,0.26376,-1.1625,-4.0309
-6.2788,-10.457,4.4076,-0.27719,-0.98666,-4.2934
-6.2788,-10.457,4.4076,0.28696,-0.26132,-5.0578
-3.1848,-12.144,4.2616,0.28696,-0.26132,-5.0578
-2.1751,-13.433,3.2638,0.28696,-0.26132,-5.0578
-2.1751,-13.433,3.2638,0.12211,0.36389,-5.5951
-1.9549,-14.328,3.2136,0.12211,0.36389,-5.5951
-0.95952,-12.591,2.4837,0.12211,0.36389,-5.5951
-0.95952,-12.591,2.4837,-0.14409,0.70824,-6.0262
-0.95952,-12.591,2.4837,-0.51042,0.9256,-5.3875
0.52642,-8.9898,1.3711,-0.51042,0.9256,-5.3875
2.3641,-6.3434,1.8568,-0.51042,0.9256,-5.3875
2.3641,-6.3434,1.8568,-3.9149,1.6143,-4.3435
2.8355,-5.1494,1.6965,-3.9149,1.6143,-4.3435
4.0702,-3.9434,3.0221,-3.9149,1.6143,-4.3435
4.0702,-3.9434,3.0221,-3.2799,1.6729,-3.3666
4.0702,-3.9434,3.0221,-3.8318,1.6009,-2.7353
6.0969,-1.9214,3.0796,-3.8318,1.6009,-2.7353
6.0969,-1.9214,3.0796,-3.0064,1.5386,-2.4141
6.0969,-1.9214,3.0796,-1.5398,1.1246,-1.6229
6.7406,-2.2277,3.1633,-1.5398,1.1246,-1.6229
5.8792,-2.2158,4.5966,-1.5398,1.1246,-1.6229
5.8792,-2.2158,4.5966,-1.4018,0.38709,-1.0282
6.2118,-1.8927,4.7737,-1.4018,0.38709,-1.0282
7.1019,-1.6223,5.1685,-1.4018,0.38709,-1.0282
7.1019,-1.6223,5.1685,-0.55805,-0.079372,-0.56782
7.1019,-1.6223,5.1685,-0.56293,-0.068382,-0.24422
7.0708,-1.943,5.7858,-0.56293,-0.068382,-0.24422
7.0708,-1.943,5.7858,-0.69725,-0.05495,-0.14653
7.0708,-1.943,5.7858,-1.0416,-0.11845,0.13799
6.7573,-2.333,4.477,-1.0416,-0.11845,0.13799
6.877,-3.3811,4.6062,-1.0416,-0.11845,0.13799
6.877,-3.3811,4.6062,-0.8963,-0.24666,0.083036
7.5781,-3.472,4.7474,-0.8963,-0.24666,0.083036
6.8387,-2.4526,4.9651,-0.8963,-0.24666,0.083036
6.8387,-2.4526,4.9651,-1.0135,-0.39808,0.1331
6.8387,-2.4526,4.9651,-0.8389,-0.42617,0.20637
6.5587,-1.6487,5.1182,-0.8389,-0.42617,0.20637
6.5587,-1.6487,5.1182,-0.74976,-0.35168,0.21003
6.5587,-1.6487,5.1182,-0.91095,-0.48234,0.18195
7.6786,-2.2038,6.2955,-0.91095,-0.48234,0.18195
9.6455,-2.3593,5.6662,-0.91095,-0.48234,0.18195
9.6455,-2.3593,5.6662,-0.43838,-0.38953,-0.32482
9.3033,-2.5771,5.5131,-0.43838,-0.38953,-0.32482
9.6407,-3.6251,5.3336,-0.43838,-0.38953,-0.32482
9.6407,-3.6251,5.3336,0.17462,-0.49089,-0.3529
9.6407,-3.6251,5.3336,0.70824,-0.32359,-0.27963
11.148,-2.9791,2.5196,0.70824,-0.32359,-0.27963
11.148,-2.9791,2.5196,0.97567,-0.34069,-0.31016
11.148,-2.9791,2.5196,1.3945,-0.42373,-0.19904
8.0877,-3.149,1.7276,1.3945,-0.42373,-0.19904
9.2411,-1.7468,1.4524,1.3945,-0.42373,-0.19904
9.2411,-1.7468,1.4524,-0.28452,-0.30161,0.10379
9.3966,-1.3687,1.2754,-0.28452,-0.30161,0.10379
8.7099,-1.4644,1.943,-0.28452,-0.30161,0.10379
8.7099,-1.4644,1.943,1.1845,-0.092804,0.36633
8.7099,-1.4644,1.943,1.6766,-0.064719,0.86455
8.1739,-1.8209,2.991,1.6766,-0.064719,0.86455
8.1739,-1.8209,2.991,1.4812,-0.09891,1.0477
8.1739,-1.8209,2.991,1.7547,0.050066,1.8598
7.0397,-1.2132,3.2375,1.7547,0.050066,1.8598
6.3075,-0.68913,3.0724,1.7547,0.050066,1.8598
6.3075,-0.68913,3.0724,2.0197,0.46036,3.3092
6.5372,-2.6536,3.3356,2.0197,0.46036,3.3092
6.2189,2.0219,1.0839,2.0197,0.46036,3.3092
6.2189,2.0219,1.0839,0.0048844,1.2162,5.8992
6.2189,2.0219,1.0839,-0.39198,1.8329,7.7321
0.61974,-1.9119,4.2042,-0.39198,1.8329,7.7321
0.61974,-1.9119,4.2042,-1.1393,1.5044,8.1253
0.61974,-1.9119,4.2042,-1.8964,-0.0061056,9.1327
-8.9827,-1.0313,2.7446,-1.8964,-0.0061056,9.1327
-20.238,-6.1926,6.7621,-1.8964,-0.0061056,9.1327
-20.238,-6.1926,6.7621,-1.7059,1.0441,10.221
-25.352,-7.7527,7.3149,-1.7059,1.0441,10.221
-27.132,-9.9015,3.4337,-1.7059,1.0441,10.221
-27.132,-9.9015,3.4337,0.21369,0.26132,1.6522
-27.132,-9.9015,3.4337,3.2897,1.0441,0.42006
-27.132,-9.9015,3.4337,-1.4018,-0.95735,1.7389
-14.711,-5.2092,0.040678,-1.4018,-0.95735,1.7389
-14.711,-5.2092,0.040678,-1.4018,-0.95735,1.7389
-14.711,-5.2092,0.040678,-1.1942,-0.057392,3.1761
-8.8989,-3.8022,1.2227,-1.1942,-0.057392,3.1761
-10.739,-8.6572,2.2253,-1.1942,-0.057392,3.1761
-10.739,-8.6572,2.2253,4.937,0.62643,1.2065
-10.598,-10.627,2.5436,4.937,0.62643,1.2065
-9.8393,-8.9779,2.1703,4.937,0.62643,1.2065
-9.8393,-8.9779,2.1703,4.8832,-0.49333,-2.2175
-9.8393,-8.9779,2.1703,-0.045181,-0.65574,-3.2347
-10.227,-1.0026,0.88534,-0.045181,-0.65574,-3.2347
-10.227,-1.0026,0.88534,-0.085478,-0.53607,-3.17
-10.227,-1.0026,0.88534,6.5793,-0.9195,-1.7914
-13.761,-5.123,1.8664,6.5793,-0.9195,-1.7914
-16.439,-1.9406,-0.22253,6.5793,-0.9195,-1.7914
-16.439,-1.9406,-0.22253,-1.6216,-3.5083,-1.784
-16.719,0.99781,-1.8473,-1.6216,-3.5083,-1.784
-10.856,4.185,-0.91406,-1.6216,-3.5083,-1.784
-10.856,4.185,-0.91406,-5.8174,-2.3714,-4.186
-10.856,4.185,-0.91406,-1.8671,-0.90973,-4.0358
-10.775,-4.3454,-0.059821,-1.8671,-0.90973,-4.0358
-10.775,-4.3454,-0.059821,-0.7461,-0.66795,-3.8074
-10.775,-4.3454,-0.059821,0.58369,-0.52508,-2.5924
-10.971,-3.2136,0.39721,0.58369,-0.52508,-2.5924
-7.6546,-1.9358,0.8662,0.58369,-0.52508,-2.5924
-7.6546,-1.9358,0.8662,0.8389,0.19538,0.67894
-6.8746,-1.7946,0.94277,0.8389,0.19538,0.67894
-5.592,-2.0267,1.8784,0.8389,0.19538,0.67894
-5.592,-2.0267,1.8784,0.13188,1.4177,3.6182
-5.592,-2.0267,1.8784,1.5569,3.0479,5.0774
-6.0227,-2.2229,3.5174,1.5569,3.0479,5.0774
-14.125,-2.9216,3.5605,1.5569,3.0479,5.0774
-14.125,-2.9216,3.5605,1.066,0.95491,4.1481
-14.125,-2.9216,3.5605,-3.1993,0.62521,2.0405
-11.069,1.1342,3.5486,-3.1993,0.62521,2.0405
-11.069,1.1342,3.5486,-4.0993,0.1099,1.6338
-11.069,1.1342,3.5486,-5.9993,-1.0819,0.51775
-11.667,-1.6941,4.6564,-5.9993,-1.0819,0.51775
-11.069,-4.9795,2.6034,-5.9993,-1.0819,0.51775
-11.069,-4.9795,2.6034,-3.0003,-1.2077,0.79983
-11.069,-4.9795,2.6034,-1.1601,-0.85356,1.4653
-9.4014,-7.1067,1.1653,-1.1601,-0.85356,1.4653
-9.4014,-7.1067,1.1653,-0.84867,-0.74121,1.3225
-9.4014,-7.1067,1.1653,-2.0502,-0.27353,-1.077
-10.181,-8.3581,-0.81835,-2.0502,-0.27353,-1.077
-9.8704,-6.8818,-2.0435,-2.0502,-0.27353,-1.077
-9.8704,-6.8818,-2.0435,-1.3518,1.8439,-3.9381
-8.327,-7.0373,-1.4764,-1.3518,1.8439,-3.9381
-11.244,-9.2722,0.026321,-1.3518,1.8439,-3.9381
-11.244,-9.2722,0.026321,-1.0941,3.2152,-6.0701
-11.244,-9.2722,0.026321,2.5509,3.5998,-6.5439
-17.224,-12.876,1.7898,2.5509,3.5998,-6.5439
-17.224,-12.876,1.7898,2.9258,3.2188,-6.7112
-17.224,-12.876,1.7898,4.0101,1.4861,-6.8822
-11.273,-11.971,1.3854,4.0101,1.4861,-6.8822
-7.4154,-10.129,1.9717,4.0101,1.4861,-6.8822
-7.4154,-10.129,1.9717,2.9258,-0.58613,-6.4279
-6.1496,-9.2507,1.9717,2.9258,-0.58613,-6.4279
-3.0245,-7.3292,2.6417,2.9258,-0.58613,-6.4279
-3.0245,-7.3292,2.6417,-3.3849,-1.0465,-5.5438
-3.0245,-7.3292,2.6417,-4.6866,0.55438,-4.2519
2.0961,-2.6465,0.45942,-4.6866,0.55438,-4.2519
2.0961,-2.6465,0.45942,-3.2164,0.87554,-3.7561
2.0961,-2.6465,0.45942,0.52874,1.2809,-2.1284
5.3743,-1.1581,1.4668,0.52874,1.2809,-2.1284
8.3629,0.14357,1.4501,0.52874,1.2809,-2.1284
8.3629,0.14357,1.4501,-0.82669,1.3432,-0.99154
7.7336,0.63171,2.2708,-0.82669,1.3432,-0.99154
6.5635,-0.25603,4.6851,-0.82669,1.3432,-0.99154
6.5635,-0.25603,4.6851,0.019538,0.66673,-0.25033
6.5635,-0.25603,4.6851,0.019538,0.66673,-0.25033
